facility_id,age,service_type,priority_level,customer_type,wait_tolerance,queue_length,queue_position,historical_avg_wait,active_staff_count,avg_service_time,staff_availability,hour_of_day,day_of_week,is_holiday,peak_hours,no_show_indicator,service_counters,operational_hours,feedback_score,actual_wait_time,queue_status
F005,31,inquiry,normal,appointment,18,16,6,18.2,3,5.1,0.75,8,6,0,0,0,4,8,5,,busy
F005,53,application,normal,appointment,21,22,1,18,3,19.3,0.82,16,2,0,0,0,2,8,4.8,,normal
F002,35,inquiry,urgent,walk-in,8,56,6,56.2,3,8.1,0.85,10,6,0,1,0,6,8,3,,critical
F004,82,complaint,elderly,walk-in,13,14,2,16,4,26.3,0.79,16,4,0,0,0,3,8,4,,congested
F001,72,renewal,elderly,walk-in,22,9,8,21.6,8,12.2,0.9,12,1,0,1,0,6,9,4.3,,normal
F003,45,payment,elderly,appointment,15,14,2,34.2,4,3.2,0.97,10,3,0,1,0,5,12,5,,normal
F001,86,application,elderly,walk-in,15,27,22,22.1,1,23.5,0.84,8,6,0,0,0,5,8,1,,critical
F005,49,renewal,normal,walk-in,20,10,9,18,3,8.7,0.85,17,0,0,0,1,6,9,3.3,,abandoned
F005,52,application,normal,appointment,20,11,2,10,4,23,0.69,16,1,0,0,0,5,12,4.7,,congested
F004,18,consultation,normal,walk-in,15,29,6,14.3,1,18.8,0.76,15,5,0,0,0,6,9,2.2,,critical
F004,25,renewal,elderly,walk-in,17,12,2,39.6,4,7.4,0.97,10,4,0,1,0,6,8,3.5,,normal
F004,31,application,normal,appointment,9,24,15,22.7,8,17,0.93,11,0,1,1,0,3,8,4.2,,critical
F003,73,consultation,elderly,walk-in,13,23,12,14.3,3,19.5,0.73,16,5,0,0,0,2,8,2.3,,critical
F005,28,inquiry,normal,walk-in,9,23,3,31.2,2,4.9,0.84,18,6,0,0,0,6,10,5,,congested
F001,72,complaint,elderly,walk-in,19,10,2,29.9,1,23.3,0.87,18,6,0,0,0,6,10,3.3,,critical
F005,55,consultation,normal,online,26,23,20,25.2,4,10.3,0.98,11,4,0,1,0,5,12,3.4,,critical
F005,32,consultation,normal,walk-in,26,28,12,31.2,1,16.7,0.82,14,6,0,0,1,3,8,1.1,,abandoned
F005,88,inquiry,elderly,walk-in,18,18,13,20,3,5.4,0.8,15,4,0,0,0,4,10,4.4,,congested
F002,26,renewal,normal,appointment,38,25,8,23,3,10,0.62,8,4,0,0,0,5,9,3.2,,congested
F003,21,application,normal,online,19,22,7,27.3,2,19.4,0.64,13,5,0,0,0,2,8,1.8,,critical
F001,85,payment,elderly,walk-in,16,13,12,23.4,4,4.3,0.63,17,5,0,0,0,3,10,5,,congested
F003,28,complaint,elderly,online,16,3,3,7.2,2,24.2,0.62,15,0,1,0,0,6,9,4.9,,critical
F005,46,inquiry,normal,appointment,31,27,22,24.7,3,5.4,0.67,13,5,0,0,0,2,12,4,,critical
F003,24,complaint,normal,online,18,11,4,56.2,4,13.7,0.88,11,5,0,1,0,5,8,4.3,,busy
F001,19,application,normal,appointment,14,34,32,30.6,4,12.9,0.95,9,3,0,1,0,4,10,2.1,,critical
F005,62,inquiry,normal,appointment,30,12,2,11,1,5.5,0.88,13,0,0,0,0,6,12,4.1,,normal
F001,74,renewal,elderly,online,18,12,5,21.6,4,7.6,1,10,2,0,1,0,5,10,4.4,,busy
F005,53,renewal,elderly,appointment,15,24,9,13,1,9.7,0.8,15,5,0,0,0,5,12,3.7,,critical
F002,39,application,urgent,online,5,44,11,49.1,5,5.9,0.87,12,6,0,1,0,3,10,3.6,,critical
F003,84,consultation,elderly,online,8,53,47,28.1,4,7.8,0.83,10,6,0,1,0,3,12,2.6,,critical
F005,24,consultation,normal,online,16,9,4,19,1,12.1,0.69,13,2,0,0,1,2,8,4.2,,abandoned
F005,79,inquiry,elderly,appointment,10,13,10,13,2,5,0.88,8,2,0,0,0,4,8,3.3,,critical
F002,75,complaint,elderly,online,10,5,2,19,1,26.2,0.62,14,4,0,0,0,4,12,3.9,,critical
F004,36,inquiry,normal,walk-in,31,24,16,18,4,7.7,0.73,15,3,0,0,0,3,8,4.3,,critical
F004,40,application,normal,walk-in,33,7,6,14,4,10.8,0.78,15,2,0,0,1,6,10,5,,abandoned
F003,81,application,elderly,online,14,28,10,49.1,8,9.6,0.89,12,5,0,1,0,6,12,3.4,,busy
F004,64,payment,normal,appointment,20,25,24,27,5,4.1,0.91,9,2,0,1,0,4,10,3.3,,congested
F002,32,application,elderly,walk-in,5,28,13,21.6,4,16.8,0.88,11,3,0,1,0,6,8,2.7,,critical
F001,55,application,urgent,online,5,22,22,31.2,3,18.1,0.61,8,6,0,0,1,2,12,3,,abandoned
F004,20,inquiry,normal,walk-in,5,28,26,23.4,1,5.4,0.7,15,5,0,0,0,5,8,2.5,,critical
F001,19,renewal,normal,walk-in,22,34,14,41.4,3,3.7,0.97,10,2,0,1,0,4,8,3,,congested
F005,38,payment,normal,online,11,13,4,28.6,2,6.6,0.79,14,5,0,0,0,5,8,3.9,,critical
F004,78,consultation,elderly,online,11,21,14,39.6,3,8.5,0.96,9,4,0,1,0,5,8,3.4,,critical
F001,74,application,elderly,appointment,11,21,3,22,2,16.6,0.72,14,4,0,0,0,5,9,5,,critical
F004,23,inquiry,elderly,walk-in,8,6,4,16,2,5,0.9,13,1,0,0,0,2,9,4.4,,congested
F004,74,application,elderly,appointment,7,45,2,39.6,4,11.3,0.89,9,4,0,1,0,3,10,4.9,,congested
F001,36,renewal,normal,appointment,40,42,32,53.8,8,5.6,0.82,10,5,0,1,0,4,10,3.9,,congested
F004,20,payment,normal,walk-in,26,18,4,14,4,3.3,0.75,18,1,0,0,0,2,8,4.5,,normal
F005,76,application,elderly,appointment,12,26,4,27.3,2,21.1,0.83,18,5,0,0,0,2,9,3.4,,critical
F002,90,payment,elderly,appointment,13,29,3,32.5,2,6.9,0.73,16,5,0,0,0,2,10,3.7,,busy
F004,26,inquiry,normal,appointment,20,9,2,25.2,7,3.8,0.94,10,1,0,1,0,4,9,4.2,,normal
F002,80,payment,elderly,appointment,19,18,15,17,2,5.6,0.73,16,4,0,0,0,5,12,4.1,,critical
F003,51,consultation,elderly,online,12,9,4,21.6,8,12.9,0.83,11,0,1,1,0,3,10,4.7,,congested
F003,69,complaint,normal,online,21,9,8,22,4,13.2,0.68,15,1,0,0,0,6,12,4.2,,critical
F002,47,consultation,urgent,walk-in,5,7,6,10,4,18.2,0.72,14,3,0,0,0,6,12,4.6,,critical
F004,63,payment,elderly,walk-in,10,18,1,11,1,4.5,0.8,13,2,0,0,0,6,8,4.8,,normal
F002,64,application,normal,walk-in,23,6,2,28.6,2,17.3,0.8,18,6,0,0,0,5,10,5,,busy
F002,37,payment,normal,appointment,17,10,7,10,2,7.6,0.74,18,2,0,0,0,4,8,5,,critical
F002,60,inquiry,normal,walk-in,26,24,24,18,3,6.2,0.76,16,1,0,0,0,3,8,4.1,,critical
F001,60,complaint,elderly,appointment,21,30,10,19.8,8,5.6,0.8,9,4,0,1,0,4,12,4.9,,busy
F003,20,renewal,normal,online,18,25,18,25,3,9.1,0.85,18,3,0,0,0,2,12,3.8,,critical
F004,66,application,normal,online,25,58,16,35.1,3,17.2,0.86,12,6,0,1,0,4,9,2.4,,critical
F004,43,renewal,normal,online,17,17,12,19,3,4.7,0.62,8,1,0,0,0,2,8,4.2,,critical
F001,60,inquiry,elderly,appointment,17,32,32,27,6,4.7,0.88,10,1,0,1,0,5,8,3.5,,critical
F004,86,consultation,elderly,online,18,24,23,22,3,10.1,0.89,18,2,0,0,0,2,10,3.7,,critical
F002,27,consultation,normal,walk-in,34,23,8,22,4,11.7,0.83,18,4,0,0,0,3,12,3.2,,congested
F001,57,renewal,normal,online,10,12,2,13.2,3,5.4,0.8,18,0,1,0,0,4,8,5,,normal
F005,84,complaint,elderly,walk-in,10,12,6,20,4,19.8,0.63,14,2,0,0,0,3,8,4.2,,critical
F003,26,complaint,elderly,walk-in,15,16,11,36,4,15,0.99,10,2,0,1,0,2,9,4.8,,critical
F005,23,payment,normal,walk-in,18,23,18,26,4,3,0.72,14,6,0,0,0,2,9,4.9,,critical
F001,27,consultation,normal,appointment,35,14,11,25.2,3,12.2,0.82,12,3,0,1,1,4,10,5,,abandoned
F002,75,complaint,elderly,appointment,13,12,11,32.4,3,20.4,0.98,10,1,0,1,0,6,12,4.1,,critical
F001,20,application,normal,online,16,24,1,18,3,13.5,0.65,14,2,0,0,1,6,10,5,,abandoned
F003,43,consultation,normal,appointment,36,20,5,13,1,9.9,0.64,14,2,0,0,0,6,12,3.6,,critical
F005,40,consultation,elderly,online,9,31,11,27.3,3,10.5,0.88,14,6,0,0,0,5,10,4,,critical
F003,62,inquiry,normal,appointment,16,36,3,19.8,5,6.6,0.88,10,1,0,1,0,3,9,3.8,,congested
F003,29,complaint,normal,online,18,18,2,23,2,23.4,0.78,16,1,0,0,0,5,8,3.1,,critical
F002,19,consultation,normal,online,21,5,2,25,3,12.9,0.79,13,2,0,0,0,2,9,4.1,,busy
F001,83,application,elderly,appointment,24,22,2,14.3,4,10.9,0.74,14,5,0,0,0,4,10,4.5,,normal
F005,42,complaint,normal,online,15,23,22,19,4,18.3,0.72,14,3,0,0,0,2,10,2.8,,critical
F003,18,renewal,normal,walk-in,26,13,6,7.8,1,8.9,0.78,16,0,1,0,0,5,8,3.8,,critical
F005,35,inquiry,urgent,walk-in,6,35,7,25.7,4,5.3,0.82,10,5,0,1,0,5,8,4.3,,congested
F001,79,inquiry,elderly,appointment,19,21,14,24.8,7,3.5,0.93,10,0,1,1,0,5,10,4.2,,normal
F003,26,complaint,normal,online,15,5,4,14,4,14.6,0.75,8,2,0,0,0,4,8,3.5,,congested
F001,51,payment,normal,walk-in,25,14,5,15.6,4,3,0.84,15,6,0,0,0,3,10,5,,normal
F004,86,renewal,elderly,walk-in,14,12,11,17,3,4.2,0.85,18,2,0,0,0,4,12,4.8,,busy
F002,61,application,urgent,online,5,25,19,35.1,7,15.3,0.88,11,6,0,1,0,4,8,4,,critical
F002,71,renewal,elderly,appointment,7,13,13,13,4,8.7,0.71,13,4,0,0,1,3,8,3.4,,abandoned
F002,65,inquiry,normal,appointment,13,8,5,14,4,4.4,0.86,14,1,0,0,0,4,12,4.5,,busy
F001,49,application,normal,walk-in,21,14,1,32.8,8,19.7,0.83,11,5,0,1,0,5,12,4.8,,normal
F003,48,inquiry,urgent,walk-in,10,14,12,45,5,6.3,0.99,11,4,0,1,0,3,8,4.6,,busy
F002,38,complaint,urgent,appointment,8,18,8,23,1,26.9,0.77,17,4,0,0,0,6,10,1,,critical
F002,90,payment,elderly,walk-in,14,39,28,41.4,4,8,0.87,9,0,0,1,0,2,12,5,,critical
F002,49,renewal,urgent,walk-in,5,24,24,32.5,1,7.8,0.78,15,5,0,0,1,4,12,1.6,,abandoned
F003,21,inquiry,normal,appointment,24,11,2,14,1,7.4,0.83,13,3,0,0,0,3,9,4,,busy
F003,25,renewal,normal,appointment,8,21,5,45,8,7.2,0.85,12,2,0,1,0,3,9,4.7,,critical
F001,81,payment,elderly,walk-in,16,12,10,27,8,3.7,0.8,10,4,0,1,0,4,12,4.1,,busy
F005,83,inquiry,elderly,walk-in,10,14,3,24.7,3,8,0.66,18,5,0,0,0,2,12,3.3,,critical
F001,21,consultation,normal,walk-in,9,41,36,30.6,8,13.9,0.88,12,1,0,1,0,5,9,4.3,,critical
F001,77,renewal,elderly,walk-in,16,25,9,19.8,3,7.7,0.81,9,4,0,1,0,3,9,4.2,,congested
F003,41,application,normal,online,20,15,3,31.2,2,17.3,0.69,14,5,0,0,0,2,9,4.4,,critical
F002,72,inquiry,elderly,appointment,16,45,18,36,4,5.8,0.94,11,0,0,1,0,5,12,4,,congested
F001,70,complaint,normal,appointment,21,34,5,39.6,5,27.2,0.91,10,3,0,1,0,4,10,4.3,,critical
F003,67,payment,normal,appointment,29,6,3,20,2,5.8,0.75,18,2,0,0,0,6,10,3.7,,busy
F003,85,complaint,elderly,appointment,11,41,4,30.6,5,29,0.89,9,4,0,1,0,6,10,3.7,,critical
F001,31,complaint,elderly,walk-in,10,8,2,17,1,27.7,0.84,13,3,0,0,0,3,8,4.3,,critical
F001,75,complaint,elderly,walk-in,21,18,5,21,1,18.7,0.83,14,3,0,0,0,2,9,3.1,,critical
F005,49,complaint,normal,online,22,11,2,14,4,21.9,0.7,17,0,0,0,0,2,8,4.7,,critical
F003,87,application,elderly,online,13,22,22,25,1,12.6,0.87,15,0,0,0,1,2,10,1,,abandoned
F003,25,consultation,normal,walk-in,18,28,13,29.9,4,13.3,0.7,16,6,0,0,0,3,9,3.2,,critical
F005,48,payment,elderly,appointment,14,56,14,51.5,5,4.4,0.95,10,5,0,1,0,4,12,4.8,,critical
F004,19,payment,normal,appointment,28,16,10,21,1,6.3,0.74,17,1,0,0,0,6,8,3.1,,critical
F002,25,complaint,normal,walk-in,12,20,16,15,4,17.5,0.78,18,0,0,0,0,2,12,4.1,,critical
F004,80,consultation,elderly,walk-in,13,5,1,15.1,3,15.3,0.8,10,0,1,1,0,4,9,4,,normal
F004,83,renewal,elderly,online,18,27,19,30.6,3,7.3,0.9,10,1,0,1,0,6,12,4.6,,critical
F002,68,application,elderly,appointment,11,20,13,24,4,7.3,0.87,13,1,0,0,0,5,12,4,,critical
F003,43,consultation,normal,online,20,42,29,30.4,8,15.7,0.99,10,5,0,1,0,5,10,4.3,,critical
F004,79,renewal,elderly,online,11,37,10,27,4,9.6,0.93,10,2,0,1,0,2,9,4.5,,critical
F004,65,payment,normal,appointment,21,28,13,44.5,5,7.9,0.81,10,6,0,1,0,5,10,4.6,,congested
F001,82,consultation,elderly,online,21,22,8,22,1,7.9,0.76,17,2,0,0,0,6,9,3.3,,critical
F003,55,renewal,normal,walk-in,23,12,2,15,3,8.8,0.89,17,0,1,0,0,3,8,4.6,,busy
F002,59,payment,normal,appointment,19,5,1,16,1,6.4,0.76,13,3,0,0,0,5,12,3.7,,normal
F003,25,inquiry,normal,online,32,14,14,22.1,2,9.2,0.87,15,5,0,0,1,6,9,3.2,,abandoned
F004,34,complaint,normal,online,24,27,27,27.3,4,22.5,0.74,8,6,0,0,1,2,10,2,,abandoned
F001,48,payment,normal,appointment,18,22,5,16.9,4,7.6,0.82,16,5,0,0,0,6,10,4.2,,normal
F001,84,application,elderly,online,19,5,4,22.7,3,15.6,0.97,9,0,1,1,0,4,9,4.4,,busy
F004,75,consultation,elderly,appointment,23,14,7,23.8,8,5.9,0.84,11,0,1,1,0,2,8,4.2,,busy
F003,30,complaint,normal,appointment,36,10,8,24,3,21.2,0.79,15,2,0,0,0,6,9,3,,critical
F005,36,complaint,normal,walk-in,10,46,3,44.5,7,16.5,0.82,9,5,0,1,0,4,12,5,,congested
F004,86,payment,elderly,walk-in,27,21,4,39.6,6,6,0.84,11,0,0,1,1,3,10,4.3,,abandoned
F003,50,complaint,normal,appointment,21,10,10,27.3,1,29.3,0.66,8,6,0,0,1,3,8,1,,abandoned
F002,20,payment,normal,online,8,20,16,14.3,2,4,0.77,13,6,0,0,0,5,9,4,,critical
F002,82,inquiry,elderly,appointment,17,12,11,27,3,6,0.97,11,0,1,1,0,6,10,4.2,,congested
F002,63,complaint,elderly,walk-in,12,58,52,58.5,7,18.1,0.98,9,5,0,1,0,3,9,2.7,,critical
F001,43,consultation,normal,walk-in,31,6,5,15,3,13.6,0.72,18,3,0,0,0,4,8,5,,congested
F004,24,payment,normal,walk-in,9,37,1,34.2,3,5.8,0.83,9,2,0,1,0,5,8,5,,congested
F002,49,payment,normal,online,20,9,4,18,3,5,0.68,16,1,0,0,0,2,12,4.4,,busy
F003,40,inquiry,elderly,appointment,8,14,12,32.4,4,7.7,0.9,9,2,0,1,0,5,8,4.4,,critical
F001,33,renewal,elderly,walk-in,14,32,14,36,3,14.7,0.94,9,4,0,1,1,2,12,3.4,,abandoned
F005,23,consultation,normal,walk-in,16,30,10,36,5,12.7,0.99,12,3,0,1,0,4,8,4.2,,critical
F005,33,renewal,normal,walk-in,22,30,4,34.2,6,7.5,0.87,12,4,0,1,0,3,9,4.7,,busy
F001,48,application,normal,appointment,15,10,4,15,2,17,0.81,15,0,0,0,0,6,10,3.5,,critical
F001,26,complaint,normal,online,17,36,4,23.4,4,9.4,0.96,10,2,0,1,0,3,8,4.5,,congested
F002,89,renewal,elderly,walk-in,18,23,20,17,1,4.6,0.86,13,1,0,0,0,2,8,2.6,,critical
F005,57,consultation,normal,walk-in,19,9,2,19.5,1,16.7,0.8,16,6,0,0,0,2,12,4,,critical
F002,67,application,normal,walk-in,14,36,18,41.4,8,13.3,0.92,10,1,0,1,0,4,9,4.2,,critical
F005,45,application,normal,walk-in,19,25,18,30.6,5,19.3,0.87,11,4,0,1,0,4,12,4,,critical
F003,74,inquiry,elderly,appointment,12,8,6,20,4,7,0.69,15,0,0,0,0,3,9,4.6,,congested
F002,47,inquiry,elderly,online,16,8,2,20,4,6.4,0.6,14,1,0,0,0,5,9,4.4,,normal
F002,38,inquiry,normal,appointment,24,5,3,14,3,3,0.61,17,1,0,0,0,2,12,4.3,,normal
F004,84,consultation,elderly,appointment,5,43,29,30.6,8,6.7,0.84,9,3,0,1,0,2,10,3.6,,critical
F002,69,application,normal,appointment,23,20,8,11,2,16.6,0.63,16,3,0,0,0,6,8,3.6,,critical
F005,86,complaint,elderly,walk-in,13,13,1,24,2,15.2,0.84,16,3,0,0,0,2,10,3.4,,busy
F001,84,inquiry,elderly,walk-in,14,32,30,36,8,7.8,0.91,11,1,0,1,0,4,10,3.7,,critical
F001,81,complaint,elderly,walk-in,12,6,5,21,3,27.5,0.74,18,0,0,0,0,2,10,3.6,,critical
F005,24,application,normal,walk-in,22,28,19,29.9,3,16.4,0.67,16,6,0,0,0,3,8,3,,critical
F002,28,inquiry,urgent,appointment,5,10,10,18,3,5.7,0.82,15,1,0,0,0,2,8,4.6,,critical
F004,42,inquiry,normal,walk-in,21,17,13,15,1,5.2,0.89,8,1,0,0,0,3,10,3,,critical
F002,90,consultation,elderly,appointment,21,23,14,25,3,3.8,0.71,15,1,0,0,0,3,9,4.7,,busy
F005,62,complaint,elderly,online,11,28,11,43.2,5,13.7,0.99,10,4,0,1,0,2,8,4.5,,critical
F004,71,renewal,elderly,walk-in,15,19,11,27.3,2,7.6,0.61,8,6,0,0,0,4,9,3.7,,critical
F002,38,inquiry,elderly,walk-in,13,44,1,58.5,8,4.4,0.98,11,5,0,1,0,4,9,5,,congested
F004,88,renewal,elderly,walk-in,23,11,4,18.2,1,3,0.63,16,6,0,0,0,3,12,4.6,,busy
F003,84,inquiry,elderly,online,19,41,16,28.8,7,7.1,0.94,9,2,0,1,0,4,9,3.8,,congested
F001,27,complaint,elderly,appointment,13,9,9,19,1,17.4,0.84,15,3,0,0,0,4,12,1.2,,critical
F001,90,consultation,elderly,appointment,14,11,2,24,2,7.2,0.64,17,1,0,0,0,6,10,4.8,,normal
F002,57,payment,urgent,online,5,30,1,49.1,8,3,0.95,10,6,0,1,0,6,9,4.6,,normal
F002,84,complaint,elderly,online,11,46,14,39.8,5,19.7,0.95,11,6,0,1,1,6,10,4.2,,abandoned
F004,86,application,elderly,appointment,22,9,6,36,3,3,0.87,9,2,0,1,0,4,9,3.9,,normal
F004,24,payment,normal,online,15,10,7,30.6,6,3,0.86,10,0,0,1,1,2,10,5,,abandoned
F002,87,renewal,elderly,appointment,11,24,4,14,3,11.2,0.87,18,2,0,0,0,3,12,4.7,,congested
F004,83,payment,elderly,walk-in,21,6,3,31.2,1,6.5,0.63,17,5,0,0,0,5,8,4,,congested
F004,81,consultation,elderly,online,15,43,37,43.2,3,12.1,0.96,9,4,0,1,0,3,8,1.9,,critical
F003,26,complaint,normal,online,5,21,14,27,4,11.5,0.98,10,1,0,1,0,2,8,3.7,,critical
F004,46,consultation,normal,online,25,37,33,41.4,7,12,0.93,10,4,0,1,0,5,8,4.1,,critical
F005,28,renewal,normal,appointment,26,13,6,15,2,11,0.83,17,0,1,0,1,4,10,3.5,,abandoned
F003,90,inquiry,elderly,walk-in,13,37,5,19.8,5,4.8,0.84,11,4,0,1,0,3,10,4.2,,congested
F003,45,complaint,elderly,walk-in,18,6,6,12,1,10,0.74,17,2,0,0,0,4,12,3.6,,critical
F003,21,complaint,normal,online,21,46,43,35.1,6,22.2,0.89,11,6,0,1,1,3,9,2.4,,abandoned
F004,90,application,elderly,walk-in,6,7,4,10,2,10.7,0.74,13,4,0,0,0,3,12,4,,critical
F005,70,payment,normal,appointment,19,19,17,41.4,3,5.2,0.99,10,1,0,1,0,2,9,4.9,,critical
F003,31,application,normal,online,20,36,33,23.4,3,19.2,0.96,11,3,0,1,1,2,9,1,,abandoned
F003,64,payment,normal,online,20,14,3,12,1,4.5,0.88,18,2,0,0,0,5,12,5,,busy
F002,25,consultation,elderly,appointment,14,27,15,45,7,8.4,0.91,12,2,0,1,0,3,12,5,,critical
F001,77,consultation,elderly,walk-in,12,32,28,49.1,5,7.4,0.99,9,5,0,1,0,3,8,3.8,,critical
F002,38,renewal,normal,appointment,26,11,3,11,3,13,0.64,14,3,0,0,1,3,10,3.9,,abandoned
F002,84,payment,elderly,appointment,17,18,17,26,1,5.3,0.9,8,5,0,0,0,4,10,3.3,,critical
F003,24,complaint,normal,appointment,26,11,9,46.8,8,12.8,0.94,11,5,0,1,0,3,8,4,,congested
F001,56,application,normal,online,30,23,22,39.6,5,11.6,0.84,10,0,0,1,1,3,8,3.8,,abandoned
F005,45,application,normal,appointment,14,32,23,32.5,1,16.4,0.79,18,6,0,0,0,5,9,1,,critical
F004,81,inquiry,elderly,walk-in,17,24,7,18,2,5.4,0.65,17,2,0,0,0,4,9,4.5,,congested
F001,63,inquiry,normal,appointment,17,7,1,31.2,4,3.4,0.7,8,5,0,0,0,3,8,5,,normal
F005,83,complaint,elderly,walk-in,17,8,6,24,2,8.3,0.73,18,0,0,0,0,5,8,4.8,,congested
F004,20,application,normal,appointment,10,12,11,7.8,4,18.5,0.82,8,0,1,0,0,4,10,3.9,,critical
F005,89,consultation,elderly,walk-in,10,39,36,36,3,7,0.84,12,2,0,1,0,3,8,3,,critical
F002,84,consultation,elderly,appointment,8,25,10,14,4,7.8,0.61,16,2,0,0,0,2,12,4.2,,critical
F005,39,payment,normal,walk-in,12,14,6,39.6,4,7.5,0.96,12,3,0,1,0,5,12,4.5,,busy
F002,49,payment,elderly,online,25,21,4,20,3,3,0.74,18,4,0,0,0,6,10,5,,normal
F001,48,renewal,normal,appointment,28,21,8,21,1,5.9,0.73,15,4,0,0,0,3,8,3.9,,critical
F002,50,renewal,normal,walk-in,28,12,3,25,2,11.4,0.81,18,1,0,0,1,2,9,4.9,,abandoned
F004,19,complaint,normal,online,20,12,3,14,4,21.2,0.84,15,2,0,0,0,2,8,5,,critical
F004,21,consultation,urgent,online,6,21,10,13,1,16.1,0.84,8,4,0,0,0,5,12,1.6,,critical
F001,68,application,normal,walk-in,22,19,16,45,4,20.1,0.98,10,0,0,1,0,5,10,2.7,,critical
F001,39,payment,elderly,online,9,27,24,13,3,7.1,0.81,18,6,0,0,0,5,10,3.8,,critical
F005,86,consultation,elderly,online,11,42,39,28.1,7,14.8,1,11,5,0,1,0,2,12,2.8,,critical
F001,58,inquiry,normal,walk-in,21,45,13,45,3,6.4,0.98,10,3,0,1,0,3,9,3.9,,congested
F002,54,inquiry,normal,walk-in,14,16,3,51.5,7,5.1,0.83,10,5,0,1,0,6,9,5,,normal
F004,72,complaint,elderly,walk-in,19,25,9,10,2,27.7,0.73,18,2,0,0,0,6,12,3.4,,critical
F003,21,application,normal,walk-in,15,16,2,28.1,7,9.7,0.87,11,6,0,1,0,5,10,3.8,,normal
F005,89,payment,elderly,appointment,8,7,6,25,1,4.5,0.75,8,1,0,0,0,2,12,5,,critical
F004,43,renewal,normal,appointment,19,21,16,30.6,6,6.5,0.83,10,0,0,1,1,5,9,4.3,,abandoned
F003,39,inquiry,normal,online,21,17,14,17,1,7.2,0.86,8,4,0,0,0,3,8,2.6,,critical
F003,63,payment,normal,walk-in,21,39,14,42.1,8,6.7,0.91,10,6,0,1,0,3,10,3.3,,critical
F003,36,renewal,normal,appointment,9,30,25,27,6,12.2,0.84,11,4,0,1,0,6,9,3.9,,critical
F004,57,renewal,elderly,appointment,19,15,11,22,1,10.8,0.62,8,3,0,0,1,3,12,2.3,,abandoned
F004,69,inquiry,normal,online,36,22,1,25,2,7,0.69,18,3,0,0,0,2,8,3.7,,normal
F001,63,inquiry,normal,walk-in,12,9,1,9,4,4.6,0.69,16,0,1,0,0,4,12,3.9,,normal
F003,19,payment,urgent,appointment,5,34,26,37.8,6,3,0.91,10,4,0,1,0,6,8,4.3,,congested
F005,52,renewal,normal,online,23,34,29,39.6,8,9.4,0.83,11,2,0,1,0,5,12,4.6,,critical
F004,33,inquiry,elderly,appointment,19,6,1,10.8,3,3,0.9,16,0,1,0,0,4,8,5,,normal
F002,39,complaint,normal,appointment,25,16,3,13,1,14.3,0.7,8,4,0,0,0,6,9,4.3,,critical
F002,69,payment,normal,online,26,16,9,18,8,6.8,0.85,9,3,0,1,0,3,9,4,,busy
F003,77,complaint,elderly,walk-in,18,22,13,15,4,17.2,0.66,8,4,0,0,0,2,9,3.2,,critical
F001,75,application,elderly,walk-in,14,37,21,21.6,5,15.8,0.96,11,1,0,1,0,6,8,3.2,,critical
F004,87,inquiry,elderly,appointment,11,15,3,17,4,6.8,0.88,15,2,0,0,0,5,8,4.8,,normal
F003,79,renewal,elderly,walk-in,15,11,9,19,1,3.1,0.6,16,3,0,0,0,3,8,3.7,,critical
F003,72,inquiry,elderly,appointment,10,10,8,13.2,1,9.5,0.78,18,0,1,0,0,4,9,3.3,,critical
F001,33,payment,urgent,walk-in,5,7,7,31.2,3,4.6,0.73,15,6,0,0,1,2,12,4.7,,abandoned
F004,48,payment,normal,walk-in,19,29,14,23.4,1,3,0.68,18,6,0,0,0,4,12,3.9,,critical
F002,40,consultation,normal,walk-in,16,19,5,11,2,9.3,0.7,16,4,0,0,0,2,12,3.9,,critical
F001,69,complaint,elderly,appointment,22,20,2,10,3,25.7,0.74,13,4,0,0,0,2,9,4.7,,congested
F001,22,inquiry,elderly,walk-in,10,11,5,13,1,4.5,0.72,8,2,0,0,0,2,8,4.9,,critical
F004,61,payment,normal,appointment,15,45,9,43.2,7,4.2,0.8,9,1,0,1,0,2,12,4.1,,critical
F003,28,renewal,elderly,appointment,13,24,13,14,3,4.7,0.84,18,3,0,0,0,5,10,4.2,,congested
F005,39,application,normal,online,18,7,2,7.2,2,10.8,0.77,13,0,1,0,0,4,9,4.4,,busy
F002,34,inquiry,normal,appointment,26,23,4,37.8,3,7,0.89,11,0,0,1,0,2,9,3.2,,busy
F004,64,application,normal,walk-in,23,23,17,32.5,4,3,0.87,17,5,0,0,0,6,10,4.5,,busy
F002,59,application,normal,appointment,13,24,22,23,4,19,0.7,8,2,0,0,1,4,12,3.8,,abandoned
F003,84,renewal,elderly,online,18,6,1,14.3,3,6.9,0.88,14,5,0,0,0,3,12,3.9,,normal
F001,24,payment,normal,online,8,16,8,20,3,5.7,0.79,8,3,0,0,0,6,9,4.3,,critical
F004,49,inquiry,normal,online,11,51,12,56.2,6,8.3,0.99,10,5,0,1,1,2,12,3.3,,abandoned
F005,78,complaint,elderly,online,11,15,10,9,4,18.4,0.89,17,0,1,0,1,2,10,3.1,,abandoned
F004,48,inquiry,normal,walk-in,32,10,4,14,2,6,0.73,8,1,0,0,0,4,10,5,,busy
F002,79,application,elderly,online,15,11,2,12,1,23.9,0.83,8,2,0,0,1,5,9,4.6,,abandoned
F002,55,inquiry,normal,walk-in,24,58,7,39.8,7,8.6,0.91,11,5,0,1,0,4,8,4.7,,critical
